id,probability,active,name,type,difficulty,startingLvl,description,mechanicalTags,example,mechanics,choiceText,extrasText
PWR_PHAS,1,1,PHASING,Alteration,3,4," Become insubstantial, pass through objects, immune to physical attacks, by turning into ghostly form, vibrating really fast etc.                                          ", ACTION|ATTRIBUTE_USED:NONE,FUTURE GHOST's Power : ECTOPLASMIC WALK allows him to to pass through matter through undead mist dimenension,"Phasing lets you become insubstantial, transforming into ectoplasm, lowering your density, or perhaps phasing out of the physical world in some fashion. You are immune to physical attacks and can pass harmlessly through solid objects (except for attacks and objects with the Affects Insubstantial extra). To pass through energy fields (like a force field) make a Phasing test against the field’s level as the difficulty. You’re unable to physically affect the world while out of phase, although you can still use—and be affected by—mental powers, but you use mental powers against physical targets with +2 difficulty while phasing. You can acquire Total Life Support (limited to while phasing) as an extra.",,"During character creation or later during character development you can take specific extra effect:
Unharmed :  as long you are phasing you are treated as having 10 ranks in Life support. You're immune to almost all enviromental damage, hunger, need for sleep etc."
PWR_PROB_CTRL,1,1,PROBABILITY CONTROL,Control,3,4," Exert influence over random chance. This can take the form of quantum luck, cursed amulet etc.                                                       ", REACTION|ATTRIBUTE_USED:NONE,,"Probability Control can exert influence over random chance. You have extra Determination Points equal to this power’s level, which renew the same as your regular DP, but are usable only for activating the “luck” quality of your power. When you acquire this power, choose whether your Probability Control is good or bad luck (or roll: 1–3 = good luck, 4–6 = bad luck). Good luck can be activated for improved effort and retcons that benefit you. Bad luck can be activated for increased difficulty and challenges for others. See Advantage and Trouble in The Basics for details. As an extra, you can use your Probability Control for both good luck and bad luck.","
This power requires you to make those choices during character creation :

Chose one of the following version of this power:
-Good Luck - you can boost chances for yourself and others
-Bad luck - you can bring misfortune to other",
PWR_REFL,1,1,REFLECTION,Defensive,3,3,"You can reflect back the attacks of others, using magical mirror, mini portals etc.", PASSIVE|ATTRIBUTE_USED:NONE,WHITE HARPY's Power :CONTRA-KINETIC SUIT allows her to reflect both physical and energy based damaging attacks at her opponents,,,
PWR_REGE,1,1,REGENERATION,Defensive,3,4,"You can rapidly recover from injuries due to special mutation, nanobot repeairs, healing blessings etc.", PASSIVE|ATTRIBUTE_USED:NONE,FUTURE GHOST's Power : SPECTRAL RECONSTRUCTION allows him to easily rebuild himself over time ,"Regeneration lets you recover Stamina equal to your power level every 10 pages. Additionally, if you use an advantage to recover (see Advantage in The Basics) you regain the higher of your Strength, Willpower, or Regeneration levels. You also recover lost Strength levels equal to your Regeneration each week (see Recovery in the Taking Action chapter).",,
PWR_RESIST_DMG,1,1,RESISTANCE: DAMAGE,Defensive,3,3,You can limit or even completely negate physical damage to your body, PASSIVE|ATTRIBUTE_USED:NONE,,"Resistance provides protection against a particular type of effect. Choose one of the following: Ability (Affliction, Energy Drain, and related effects), Alteration, Binding, Damage, Detection, Mental, Sensory, or develop your own Resistance with the Game Master’s permission. Subtract your Resistance level from the level of any such effect used on you. If the effect’s level is reduced to 0 or less, it doesn’t work on you. If you have level 10 Resistance, you are essentially immune to that effect, although level 10 attacks can still potentially achieve slam, stun, and kill outcomes against you. You can even ignore those by spending a Determination Point, if you have Resistance 10. You can limit Resistance to cover only a particular type of effect, such as Bashing, Cold, Corrosive, Electricity, Heat, Illusions, Radiation, or Slashing.",,
PWR_RESIST_ABIL_LOSS,1,1,RESISTANCE: ABILITY LOSS,Defensive,3,3,"You can limit or even completely negate physical effects that may hinder you, such as poisons, blinding lights etc.", PASSIVE|ATTRIBUTE_USED:NONE,,"Resistance provides protection against a particular type of effect. Choose one of the following: Ability (Affliction, Energy Drain, and related effects), Alteration, Binding, Damage, Detection, Mental, Sensory, or develop your own Resistance with the Game Master’s permission. Subtract your Resistance level from the level of any such effect used on you. If the effect’s level is reduced to 0 or less, it doesn’t work on you. If you have level 10 Resistance, you are essentially immune to that effect, although level 10 attacks can still potentially achieve slam, stun, and kill outcomes against you. You can even ignore those by spending a Determination Point, if you have Resistance 10. You can limit Resistance to cover only a particular type of effect, such as Bashing, Cold, Corrosive, Electricity, Heat, Illusions, Radiation, or Slashing.",,
PWR_RESIST_MENT,1,1,RESISTANCE: MENTAL,Mental,3,4,"You can limit or even completely negate mental effects that may damage or hinder you, such as mind blasts or possesions. ", PASSIVE|ATTRIBUTE_USED:NONE,,"Resistance provides protection against a particular type of effect. Choose one of the following: Ability (Affliction, Energy Drain, and related effects), Alteration, Binding, Damage, Detection, Mental, Sensory, or develop your own Resistance with the Game Master’s permission. Subtract your Resistance level from the level of any such effect used on you. If the effect’s level is reduced to 0 or less, it doesn’t work on you. If you have level 10 Resistance, you are essentially immune to that effect, although level 10 attacks can still potentially achieve slam, stun, and kill outcomes against you. You can even ignore those by spending a Determination Point, if you have Resistance 10. You can limit Resistance to cover only a particular type of effect, such as Bashing, Cold, Corrosive, Electricity, Heat, Illusions, Radiation, or Slashing.",,
PWR_RESIST_BIND,1,1,RESISTANCE: BINDING,Defensive,3,4,You can limit or even completely negate mental effects that may physically restrain You. , PASSIVE|ATTRIBUTE_USED:NONE,,"Resistance provides protection against a particular type of effect. Choose one of the following: Ability (Affliction, Energy Drain, and related effects), Alteration, Binding, Damage, Detection, Mental, Sensory, or develop your own Resistance with the Game Master’s permission. Subtract your Resistance level from the level of any such effect used on you. If the effect’s level is reduced to 0 or less, it doesn’t work on you. If you have level 10 Resistance, you are essentially immune to that effect, although level 10 attacks can still potentially achieve slam, stun, and kill outcomes against you. You can even ignore those by spending a Determination Point, if you have Resistance 10. You can limit Resistance to cover only a particular type of effect, such as Bashing, Cold, Corrosive, Electricity, Heat, Illusions, Radiation, or Slashing.",,
PWR_SHRI,1,1,SHRINKING,Alteration,3,4,"You can lower your size, providing you bonus in both stealth and combat, as well as other useful aplications", PASSIVE|ATTRIBUTE_USED:NONE,,"Shrinking lets you become smaller at will, each level roughly halving your size. You gain the “Small” quality, which can be activated normally for advantage or trouble. You gain a bonus to attack and defense tests against normal- sized opponents: +1 at levels 1–4, +2 at levels 5–6, and +3 at levels 7–8. At Shrinking 9–10, you can reduce your size down to the microscopic or even atomic or subatomic levels. You are “off the scale” and no longer interact directly with the larger world and are limited to interacting with things at the same scale. On the other hand, at microscopic and smaller sizes you can do things like slip through tiny openings or even the space between molecules!",,
PWR_STRI,1,1,STRIKE,Offensive,3,5," Deliver close combat attacks with a specific weapon type or special attack, such as animal claws, magic hammer or powerfist    ", REPEATED_ACTION|ATTRIBUTE_USED:PROWESS,,"Strike is a close combat attack like claws, spines, or a weapon of some sort, from a sword or knife to a hammer. It uses Prowess to hit and inflicts damage equal to its level, with a minimum of your Strength level +1 for a bashing strike. Choose whether your Strike is a bashing or slashing attack when you acquire this power. As an extra, your Strike can be either a bashing or slashing attack; you choose when you use it.",,
PWR_STUN,1,1,STUNNING,Offensive,3,4,"Render opponents unable to act with a stunning attack using flashbang grenades, sonic scream or magical hex                                                     ", REPEATED_ACTION|ATTRIBUTE_USED:COORDINATION,WHITE HARPY's Power : STUNNING SHOT allows her to use her rifle to paralyze her targets,"Stunning can render an opponent unable to act. Roll a Coordination vs. Coordination test against a target in extended range. If the attack succeeds, roll a power level test against your target’s Strength or Willpower (choose which when you take the power): • Failure or Marginal Success means there is no effect. • Moderate Success means the target can take no actions for one page. • Major Success means the target can take no actions for a level duration. • Massive Success means the target can take no actions for the remainder of the chapter. One of the target’s qualities may be activated to recover (see Recovery under Determination in The Basics chapter), ending the effect. You choose the details of how your Stunning power works; it may leave targets dazed or unconscious, confused, paralyzed, or incapacitated by pain, pleasure, fear, or other sensations.","
This power requires you to make those choices during character creation :

Chose which attribute will be tested when you use power : Strenght or Willpower
",
PWR_SUPE_SENSES,1,1,SUPER-SENSES,Mental,3,4,"You have additional, enhanced, or extended sensory abilities. This may mean keen smell, x-ray vision or long-distance hearing", PASSIVE|ATTRIBUTE_USED:AWARNESS,CENTURION's Power: SENSOR ARRAY enchances all his senses and offers him radar and night vison,"Super-Senses give you additional, enhanced, or extended sensory abilities. Each level in Super-Senses grants you one of the following abilities:","
This power requires you to make those choices during character creation :

For each level of this power choose one of the following options :

Enhanced sense - one of your senses is enhanced beyond human precision. You get +1 to uses of this sense.
Additional - you have addtional sense such as x-ray vision, sonar etc. Consult your GM for approval of your choices
Extended - one of your senses can be used beyond human limits of  distance. You percive things as if they would be one level closer.
",
PWR_SUPE_SPEED,1,1,SUPER-SPEED,Movement,3,3,"You can move at increadible speeds, far beyond normal person", PASSIVE|ATTRIBUTE_USED:NONE|MOVEMENT|MULTIPOWER,,"Super-Speed is the power to move fast. See the Benchmarks Table to get an idea of your running speed. You can run at super-speed with no more effort than walking. You can also accomplish tasks like reading or assembling (or disassembling) something faster. You can add a number of extras to this power, among them Fast Attack, Phasing (by vibrating your molecules), Regeneration, Spinning, Surface Speed (running up walls or across the surface of water), and Vibration Control.",,"During character creation or later during character development you can take specific extra effect:
Multipower  :  Get additonal power that fits your energy  at lvl -1 of Super Speed. This can be  Fast Attack, Phasing (by vibrating your molecules), Regeneration, Spinning and many others. Get GM approval for you choices
Surface Speed : You can run accross water or up the walls"
PWR_SWIN,1,1,SWINGING,Movement,3,4,"You can use cables, vines, web or anything like this to swing around for movement and improved agility. You can catch and pull things to yourself", MOVEMENT|ATTRIBUTE_USED:NONE|ATTRIBUTE_SUB:COORDINATION,,"Swinging uses a line or cable; this might be self-generated webbing, lines of force, or a device like a grappling gun or lasso. Your swing lines have Material equal to your power level. Use the higher of your Swinging and Coordination levels for maneuvers while swinging. You can also use your swing line to catch onto things and pull them to you (rather than you to them) with a successful Coordination test. You may need a successful opposed Strength vs. Strength test to pull something away from someone.",,
PWR_TK,1,1,TELEKINESIS,Control,3,3,"You can move visable physical solid objects with your mind by using brain implant, magic mumified hand etc.", REPEATED_ACTION|ATTRIBUTE_USED:WILLPOWER,,Telekinesis is the ability to move objects in visual range without touching them. The power’s level is treated as its Strength for lifting and moving things. Use your Willpower as your telekinetic “Coordination.”,,
PWR_TP,1,1,TELEPATHY,Mental,3,4," Read minds and transmit thoughts to others using secret meditation techniques, superevolved brain etc.                                                                     ", REPEATED_ACTION|ATTRIBUTE_USED:WILLPOWER,,"Telepathy can read minds and transmit your thoughts to others. Roll a Telepathy vs. Willpower test to read an unwilling (or unsuspecting) subject’s thoughts. Willing subjects do not require a test. A failed test means you cannot read that subject’s mind without determined effort for the rest of the chapter. Reading particularly deep, forgotten, or long-ago memories might require higher degrees of success, at the GM’s option. You can link up to a number of minds equal to your power level in a mental “switchboard” to communicate. Make an Awareness or Telepathy test against an intruder’s Telepathy level to sense when someone else attempts to read your mind. Use the higher of your Telepathy or Willpower levels when determining the difficulty to read your mind.",,
PWR_TPORT,1,1,TELEPORTATION,Movement,3,3," Disappear from one spot and reappear elsewhere using special cosmic suit, shortcut through other dimension etc.                                                                 ", MOVEMENT|ATTRIBUTE_USED:NONE,,"Teleportation lets you disappear from one spot and reappear in another some distance away without crossing the space in between. See the Benchmarks Table for an idea of the distance you can travel. Make a difficulty 2 Teleport test. Failure means you arrive at the destination stunned and spend the next panel recovering (taking no actions that page). Teleport 7 or greater does not require a test (you automatically succeed). You can also take an extra to eliminate this test, regardless of level. • Portal: As an extra, you can create a two-way portal between two points, maintained with concentration.",,"During character creation or later during character development you can take specific extra effect:
Portal :  You can create a two-way portal between two points, maintained with concentration."
PWR_WLCRWL,1,1,WALL-CRAWLING,Movement,3,5, Move across vertical and upside-down surfaces.                                                                  ,MOVEMENT|ATTRIBUTE_USED:NONE|LIMITED LVL BENEFIT,,"Wall-Crawling allows you to move normally across vertical and upside-down surfaces (walls and ceilings, for example). The Game Master may require a power test when attempting to move across a particularly slick or slippery surface, with the difficulty based on the surface.",,
PWR_ILLUSION,1,1,ILLUSION,Mental,3,4,"You can create illusions thanks to hypnotic eyes, holographic disks etc.", ACTION|ATTRIBUTE_USED:NONE|CONCENTRATION,,"Illusion can project false sensory impressions into other minds. It has no effect on machines like cameras, microphones, or other mindless sensors. Targets treat illusions as real unless they have some reason to disbelieve them, in which case roll an Awareness or Willpower versus Illusion test. If the target wins, they overcome the illusion and know it to be false.","
This power requires you to make those choices during character creation :

You must chooseone of the following:
Mind tricks : your illusions are imposed on people minds. You can choose who sees them (up to number of minds equal to your illusion power) and it doesn't work on mindless beings. Targets can resist with Willpower
Light Illusion : your illusion are nonmaterial light constructs and are percived by both people and cameras. Targets resist with Awerness
","During character creation or later during character development you can take specific extra effect:
Sound :  You can make your illusion be audible as well as visable. "
PWR_ARSENAL,1,1,ARSENAL,Mental,5,3,"You can improvise temporary powers using various gadgets you carry around in the form utility belt, power armor subsystems or a wand you use to cast various magical spells. This power must always be taken as device", ACTION|ATTRIBUTE_USED:INTELLECT,,,"
This power requires you to make those choices during character creation :

You must choose number of powers equal to your level in gadgets. You will be able to temporary aquire them (without any extras) at level depending on success of you Intellect roll. Once a session when You have access to your workshop you can try to change one of the powers. All powers should fit theme of your device and must be aproved by GM",
